it	posterior	likelihood	prior	accuracy	test_accuracy	f_C0	f_C1	f_C2	f_C3	f_C4	mean_w0	std_w0	mean_w1	std_w1	mean_w2	std_w2	alpha_0	alpha_1	alpha_2	acc_prob	mcmc_id
12800	-1263.4689774386761	-163.65443223549926	-1099.814545203177	0.9946996466431095	0.992	0.19832155477031801	0.20141342756183744	0.20053003533568906	0.19876325088339222	0.20097173144876326	0.08316648640697143	0.917304426992096	-0.730425954531812	1.8966988066927897	-0.38759387581738564	2.722237409171749	0.20142448103001628	0.9894836642817448	0.607393495264771	0.25703125	0
12900	-1259.8820676576188	-156.27257039648373	-1103.609497261135	0.9946996466431095	0.992	0.19832155477031801	0.20141342756183744	0.20053003533568906	0.19876325088339222	0.20097173144876326	0.07934217431537359	0.9200129105378425	-0.7491729730878434	1.9140501572739446	-0.384872053988149	2.733318825726361	0.1867320129166253	0.9916581528707082	0.641098689506072	0.25612403100775194	0
13000	-1258.1682483788384	-157.00186029927588	-1101.1663880795625	0.9938162544169611	0.992	0.19832155477031801	0.20229681978798586	0.19964664310954064	0.19876325088339222	0.20097173144876326	0.07843156839354685	0.9188540006968012	-0.7689934592838322	1.9136914622294807	-0.35815439205568245	2.7396921138875823	0.189737156508871	0.9963117056819077	0.5354484361134129	0.2552307692307692	0
13100	-1252.9892806176604	-143.05367805674211	-1109.9356025609184	0.9951413427561837	0.992	0.19832155477031801	0.20097173144876326	0.20053003533568906	0.19920494699646643	0.20097173144876326	0.08080558809068417	0.9239401852555869	-0.7869399811460193	1.9314628633339046	-0.33824441333969546	2.761701899405008	0.18627398482942184	0.992115377278286	0.6769191269670847	0.2544274809160305	0
13200	-1258.6965600095916	-136.7504344417235	-1121.9461255678682	0.9938162544169611	0.992	0.19832155477031801	0.20318021201413428	0.20008833922261485	0.1974381625441696	0.20097173144876326	0.08285939365660919	0.9301224116494183	-0.7876966269182861	1.9449068833895282	-0.37873252914260164	2.7807950626236595	0.20149237101818013	0.9874009466379362	0.9206324838865977	0.25431818181818183	0
13300	-1247.0476220081498	-124.4534403484895	-1122.5941816596603	0.9955830388692579	0.992	0.19832155477031801	0.20141342756183744	0.20053003533568906	0.19876325088339222	0.20097173144876326	0.08620608290856993	0.9297111710021344	-0.7857782598040285	1.9513826263211578	-0.3752982972182711	2.7789907379824803	0.20107689663826858	0.9975489639735878	0.9366252433518472	0.2542105263157895	0
13400	-1242.818828710825	-131.96267175399814	-1110.856156956827	0.9955830388692579	0.992	0.19832155477031801	0.20141342756183744	0.20053003533568906	0.19876325088339222	0.20097173144876326	0.0895234968629956	0.9276029915131111	-0.7937632673627333	1.9756856102995006	-0.3784498280130606	2.7638151647710605	0.170220434970253	0.9720338313973782	0.5156129363515028	0.25410447761194027	0
13500	-1238.492742657387	-123.12840642066627	-1115.3643362367206	0.9951413427561837	0.992	0.19832155477031801	0.20097173144876326	0.20053003533568906	0.19920494699646643	0.20097173144876326	0.08909012326190213	0.9317754984416445	-0.7855737003702188	1.980441015130605	-0.3487865132797186	2.7733642129255696	0.15212487199718527	0.9892983144494802	0.5844689843258649	0.2531111111111111	0
13600	-1239.3784271888767	-121.55052572982822	-1117.8279014590485	0.9960247349823321	0.992	0.19920494699646643	0.20053003533568906	0.20008833922261485	0.19920494699646643	0.20097173144876326	0.09068374423091186	0.9323857218427558	-0.7837026279924895	1.9806930283893687	-0.3510326033125839	2.7847236664083144	0.15212487199718527	0.991196443377023	0.6355407216510964	0.2520588235294118	0
13700	-1236.3467864770707	-119.80058429137087	-1116.5462021857	0.9969081272084805	0.992	0.19964664310954064	0.20141342756183744	0.19920494699646643	0.19876325088339222	0.20097173144876326	0.09274291133008031	0.9394673188955489	-0.7822226754461218	1.9908029208179638	-0.30925031593527164	2.803699007754496	0.16609553241681532	0.9964632790417867	0.3065611164173231	0.2518978102189781	0
13800	-1234.40209833293	-118.27703574065603	-1116.1250625922742	0.9951413427561837	0.992	0.19832155477031801	0.20141342756183744	0.20097173144876326	0.19832155477031801	0.20097173144876326	0.0905710662854807	0.9428548797000161	-0.7791003540428547	2.01657473735359	-0.31488986232829363	2.8052529976969534	0.1459138539965112	0.9778004296585383	0.18332086116283136	0.2515942028985507	0
13900	-1229.373840620915	-102.5163867052469	-1126.857453915668	0.9955830388692579	0.992	0.19832155477031801	0.20141342756183744	0.20053003533568906	0.19876325088339222	0.20097173144876326	0.09085465312608326	0.9479038536869366	-0.7861581870550561	2.052916413720143	-0.2922848726566075	2.821647035279067	0.14599112501996062	0.9957335451524731	0.36807447767658225	0.25151079136690646	0
14000	-1222.1546589198576	-89.50024921481995	-1132.6544097050378	0.9964664310954063	0.992	0.19832155477031801	0.20053003533568906	0.20141342756183744	0.19876325088339222	0.20097173144876326	0.09311280609741666	0.9507435445824806	-0.8005894392423306	2.067469268523393	-0.21367716270468215	2.8683236906167453	0.14130448865179462	0.9829963736018994	0.388352408833313	0.25207142857142856	0
14100	-1230.8411434187915	-96.70859032712613	-1134.1325530916654	0.9946996466431095	0.992	0.1974381625441696	0.20141342756183744	0.20141342756183744	0.19876325088339222	0.20097173144876326	0.09048212490395935	0.9524449450795948	-0.7959671815043994	2.081544049893005	-0.24434404009576902	2.8832049487226117	0.1725890350657104	0.9950164994859416	0.2888700688542048	0.25170212765957445	0
14200	-1225.6281018583227	-95.93870216685968	-1129.689399691463	0.9964664310954063	0.992	0.19832155477031801	0.20053003533568906	0.20141342756183744	0.19876325088339222	0.20097173144876326	0.08900395043959433	0.9522720737181207	-0.802654997322234	2.0951444890051807	-0.2525827642905081	2.8677103534512036	0.19372776067068384	0.976656194375837	0.11096562123108997	0.25147887323943663	0
14300	-1221.7178543061614	-88.4845002310698	-1133.2333540750915	0.9973498233215548	0.996	0.19832155477031801	0.19964664310954064	0.20229681978798586	0.19876325088339222	0.20097173144876326	0.08766169302905182	0.9510126281136648	-0.7965057398756286	2.1114340773411855	-0.22582431874882913	2.8683943997844557	0.17351282215614028	0.9868445784817319	0.2847575493192459	0.2511888111888112	0
14400	-1222.3728213460204	-86.61238862165914	-1135.7604327243612	0.9973498233215548	0.996	0.19832155477031801	0.19920494699646643	0.20273851590106007	0.19876325088339222	0.20097173144876326	0.08900057424540814	0.9525338144479584	-0.7990845999359446	2.111685608129575	-0.23520394336152922	2.8817395004835316	0.1610208486661262	0.9913305036174179	0.31182839070577995	0.2507638888888889	0
14500	-1222.7916803505245	-86.99239098644827	-1135.7992893640762	0.9973498233215548	0.996	0.19832155477031801	0.19920494699646643	0.20273851590106007	0.19876325088339222	0.20097173144876326	0.08981027282034407	0.9515791278878297	-0.7896790632720345	2.1468258083551683	-0.20757066507385769	2.918782550817341	0.17497346461820276	0.9787808028934609	0.15241703053163747	0.25048275862068964	0
14600	-1216.8707314617486	-83.33656742832403	-1133.5341640334245	0.9973498233215548	0.996	0.19832155477031801	0.19964664310954064	0.20229681978798586	0.19876325088339222	0.20097173144876326	0.08845317170500065	0.951940101691359	-0.7720075182763242	2.1311092734110493	-0.21138757553546864	2.9244344515327185	0.154031331135695	0.9934075372888489	0.0868084646386538	0.24986301369863015	0
14700	-1224.3169419293006	-86.28704265016209	-1138.0298992791386	0.9982332155477032	0.996	0.19964664310954064	0.20008833922261485	0.20097173144876326	0.19832155477031801	0.20097173144876326	0.08306858789806255	0.9474674967697277	-0.7523144031527278	2.1459623946054704	-0.19217219205029332	2.946675902926552	0.05664815465942111	0.98122821687619	0.43866877572271834	0.2498639455782313	0
14800	-1226.0181740996557	-91.64913130465835	-1134.3690427949973	0.9986749116607774	0.996	0.19920494699646643	0.19920494699646643	0.20053003533568906	0.20008833922261485	0.20097173144876326	0.08768408852519365	0.9465804045353104	-0.7393616293519872	2.133717679348445	-0.18445356056879358	2.9431020236299945	0.003438889707598706	0.9949961379722105	0.3835579676438897	0.24932432432432433	0
14900	-1223.0741994644557	-94.13044622140572	-1128.94375324305	0.9973498233215548	0.996	0.19832155477031801	0.19920494699646643	0.20273851590106007	0.19876325088339222	0.20097173144876326	0.08839699780756866	0.9476246318235884	-0.7390146353401758	2.1544650920895285	-0.19613122132914632	2.9522965587030834	0.010005713384782757	0.9988781051151429	0.028171201276808777	0.24919463087248322	0
15000	-1215.417620543064	-81.95430457079038	-1133.4633159722737	0.9973498233215548	0.996	0.19832155477031801	0.19920494699646643	0.20273851590106007	0.19876325088339222	0.20097173144876326	0.08804402667175758	0.9507428512091904	-0.7510622831225386	2.158623355882151	-0.19911048407692467	2.955460599233732	0.006473183037523645	0.9975901964059397	0.11696857717584874	0.24886666666666668	0
15100	-1213.3061232995128	-76.83439037928758	-1136.4717329202251	0.9973498233215548	0.996	0.19832155477031801	0.19920494699646643	0.20273851590106007	0.19876325088339222	0.20097173144876326	0.08342105916119352	0.9519814014017655	-0.7488904759983499	2.170044488154438	-0.21198189760867892	2.9685130322982345	0.0008522093368470811	0.9744726228029017	0.1845381344602544	0.2485430463576159	0
