it	posterior	likelihood	prior	accuracy	test_accuracy	acc_C0	acc_C1	acc_C2	acc_C3	acc_C4	mean_w0	std_w0	mean_w1	std_w1	mean_w2	std_w2	acc_prob	mcmc_id
3100	-5505.996760454849	-4268.229343775232	-1237.767416679617	0.274132730015083	0.29553264604810997	0.7216494845360825	0.04419889502762431	0.0	0.0039164490861618795	0.0	-0.0022647908509610746	0.1550255791710087	0.0294785093683211	0.14204800130632284	-0.02929726123444079	0.13747660805937084	0.9958064516129033	0
3200	-5506.431198687173	-4268.229343775232	-1238.2018549119407	0.17722473604826547	0.20962199312714777	0.4041237113402062	0.13996316758747698	0.0	0.0026109660574412533	0.0	-0.003921956080765688	0.15736920032486068	0.028027673364752134	0.1426012203408541	-0.03099239591790317	0.1408666503762164	0.9953125	0
3300	-5506.814817324192	-4268.229343775232	-1238.5854735489595	0.21945701357466063	0.24398625429553264	0.545360824742268	0.09023941068139964	0.0	0.005221932114882507	0.0	-0.004604484130721973	0.159117306893515	0.026957018135652343	0.14509420859368038	-0.027929679203769466	0.14373331334818734	0.9954545454545455	0
3400	-5507.033136239879	-4268.229343775232	-1238.8037924646471	0.20361990950226244	0.23367697594501718	0.44329896907216493	0.10681399631675875	0.0	0.06788511749347259	0.0	-0.004934586471797128	0.16019415233743667	0.02767857772542353	0.14607731106072688	-0.024409273063076223	0.14414722794882623	0.9955882352941177	0
3500	-5507.2340193322525	-4268.229343775232	-1239.0046755570204	0.2096530920060332	0.23367697594501718	0.477319587628866	0.14732965009208104	0.0	0.016971279373368148	0.0	-0.004183849876437136	0.1612750516453051	0.027350488819114643	0.1480615455155184	-0.02688522300525713	0.13808253295539008	0.9954285714285714	0
3600	-5507.695694014677	-4268.229343775232	-1239.4663502394453	0.33182503770739064	0.3539518900343643	0.8824742268041237	0.014732965009208104	0.0	0.020887728459530026	0.0	-0.0038789520641546926	0.16366913749138465	0.026324959764929115	0.15004801807263876	-0.023580669187302613	0.1371184922956761	0.9952777777777778	0
3700	-5507.941831757824	-4268.229343775232	-1239.712487982591	0.2571644042232277	0.30927835051546393	0.6381443298969072	0.11602209944751381	0.0	0.0	0.0	-0.00368071743788007	0.1644447900410337	0.0249690069046916	0.15288459540207525	-0.02617656666353019	0.1410460393295889	0.9951351351351352	0
3800	-5508.052952796988	-4268.229343775232	-1239.8236090217556	0.3125942684766214	0.35738831615120276	0.8206185567010309	0.06077348066298342	0.0	0.0	0.0	-0.0026520806607403247	0.16484503554286792	0.025084555746731886	0.15507068595349394	-0.023543795870375372	0.13801310590704938	0.9952631578947368	0
3900	-5508.460032611983	-4268.229343775232	-1240.2306888367502	0.2605580693815988	0.3161512027491409	0.6701030927835051	0.07550644567219153	0.0	0.0	0.0	-0.0032632929732415916	0.1669092311344973	0.026031921504494487	0.1550312706625458	-0.020935670740701812	0.1429409184983642	0.9951282051282051	0
4000	-5508.494085660266	-4268.229343775232	-1240.2647418850338	0.3257918552036199	0.3470790378006873	0.8288659793814434	0.09576427255985268	0.0	0.010443864229765013	0.0	-0.004377448413454397	0.16713723524091298	0.025725409836941646	0.15437446246397762	-0.0225532877582815	0.1441221548869664	0.99475	0
4100	-5508.692252052046	-4268.229343775232	-1240.4629082768129	0.36726998491704377	0.36769759450171824	0.9989690721649485	0.0	0.0	0.006527415143603133	0.0	-0.004420884228296601	0.16793729226265022	0.028425164022731916	0.15557892057884798	-0.01523908763999124	0.14524958010893776	0.9948780487804878	0
4200	-5508.78612209471	-4268.229343775232	-1240.5567783194772	0.3295625942684766	0.3539518900343643	0.20618556701030927	0.0055248618784530384	0.0	0.8759791122715405	0.0	-0.004135637207050798	0.16806064240086666	0.024858894208760515	0.15787191880313328	-0.015222487369378113	0.14797087375711537	0.995	0
4300	-5509.0181827773795	-4268.229343775232	-1240.7888390021471	0.28846153846153844	0.2852233676975945	0.0010309278350515464	0.0	0.0	0.9973890339425587	0.0	-0.003774416379998438	0.16953627042230524	0.02481093177663876	0.1583581167138385	-0.013021561603542935	0.14119418325467376	0.9948837209302326	0
