it	posterior	likelihood	prior	accuracy	test_accuracy	f_C0	f_C1	f_C2	f_C3	f_C4	mean_w0	std_w0	mean_w1	std_w1	mean_w2	std_w2
2400	-4319.807242413433	-3533.5271436458024	-786.2800987676306	0.19938107869142352	0.2	0.005747126436781609	0.0	0.0	0.0	0.9942528735632183	-0.03016697575015918	0.6448420848362914	-0.06340588439272027	0.6345608442915133	-0.07094551369437622	0.8037632172126525
2500	-4302.791651300104	-3508.3543155063207	-794.4373357937825	0.19938107869142352	0.2	0.2338638373121132	0.0	0.0	0.0	0.7661361626878869	-0.03858452544088453	0.6616884979670005	-0.023816140621829483	0.6428707581815258	-0.01370823989258458	0.8446888690005877
2600	-4263.751159621255	-3462.4330665580483	-801.3180930632069	0.23209549071618038	0.232	0.0	0.0	0.46419098143236076	0.0	0.5358090185676393	-0.037509423004760525	0.6736680243988653	-0.04654263104175237	0.6655561765488299	0.003416354140803575	0.906777005572342
2700	-4221.398106808101	-3414.0703242047944	-807.327782603307	0.21618037135278514	0.208	0.4526967285587975	0.0	0.0	0.0	0.5473032714412025	-0.03089613121826792	0.6828701951684321	-0.08672108152031781	0.7153342328228719	-0.01264999062233875	0.9583249189883589
2800	-4172.667318747111	-3360.94427771006	-811.723041037051	0.2550839964633068	0.256	0.48629531388152075	0.0	0.0	0.0	0.5137046861184792	-0.024035832649756755	0.6903308135774145	-0.12748550431390981	0.7143156290091447	-0.005548577961474894	1.004123677655766
2900	-4124.381814587736	-3307.6389769091497	-816.7428376785858	0.3218390804597701	0.308	0.6131741821396994	0.0	0.0	0.0	0.3868258178603006	-0.01947166505859806	0.6965435138840447	-0.140617102784099	0.7538454447094683	0.015299739639056238	1.0634436704113663
3000	-4076.5094226848064	-3253.9183433104995	-822.5910793743068	0.2546419098143236	0.26	0.5079575596816976	0.0	0.0	0.0	0.4920424403183024	-0.021370234283689164	0.7093770845115729	-0.17347603223188135	0.7842953781395019	0.05003675414966299	1.0352949587085112
3100	-4034.1031992570247	-3205.5404482743606	-828.562750982664	0.23872679045092837	0.244	0.4995579133510168	0.0	0.0	0.0	0.5004420866489832	-0.024405505734069435	0.7177717156086857	-0.16672410552411449	0.8107421971506867	0.08401687982262773	1.0919930660196482
3200	-3970.6687715286316	-3137.2771625564174	-833.391608972214	0.32891246684350134	0.32	0.42572944297082227	0.0	0.19672855879752432	0.018125552608311227	0.3594164456233422	-0.024155359508298155	0.7252239894253798	-0.17510167159877832	0.852856747718118	0.07172750427833986	1.1093316232946395
3300	-3913.489990923617	-3077.183134175254	-836.306856748363	0.33421750663129973	0.324	0.6516357206012379	0.0	0.0	0.019451812555260833	0.32891246684350134	-0.018442253403670415	0.7310372971163399	-0.2000965289186062	0.8712024029420031	0.06893808890771576	1.1004933922913676
3400	-3847.9346866663996	-3005.027845947577	-842.9068407188224	0.5256410256410257	0.528	0.0	0.0	0.27365163572060125	0.45844385499557916	0.26790450928381965	-0.019312228737217073	0.7385258089284108	-0.2355053776099282	0.918724907608957	0.030872918402360474	1.1651718558140898
3500	-3787.9023082556955	-2937.9060056128956	-849.9963026428	0.491158267020336	0.516	0.0	0.0	0.20645446507515472	0.4708222811671088	0.32272325375773653	-0.014878906813126397	0.7507072191482923	-0.24711715725260522	0.9148173625562919	0.03140509464795022	1.2092079439446883
3600	-3737.758330559088	-2878.9320348203755	-858.8262957387121	0.5671971706454465	0.572	0.0	0.0	0.32316534040671974	0.41688770999115826	0.259946949602122	-0.009245817964287794	0.765806049326065	-0.23496647324872139	0.938372415556799	0.05046195264516666	1.2417638663613082
3700	-3687.768225112277	-2823.3239437881457	-864.4442813241312	0.583554376657825	0.588	0.0	0.0	0.4005305039787798	0.38461538461538464	0.21485411140583555	-0.010257730050861794	0.7705056890472419	-0.22179055274040912	0.9446789147440898	0.07099330350130237	1.3402527269357503
3800	-3627.7751798107715	-2757.7856622510567	-869.989517559715	0.5857648099027409	0.596	0.0	0.0	0.40008841732979666	0.3925729442970822	0.20733863837312114	-0.024345156223655174	0.7766895421089713	-0.20366331293828024	0.9723460568180406	0.0907358887851274	1.3899480588676114
3900	-3538.415515503245	-2663.8926253789305	-874.5228901243144	0.581343943412909	0.596	0.0035366931918656055	0.0	0.36074270557029176	0.40539345711759506	0.23032714412024757	-0.02823273215776855	0.781437390518911	-0.21170024681782643	1.0107097150024134	0.07764074748159132	1.4217170280922848
4000	-3479.658463341336	-2601.4762224809183	-878.1822408604176	0.5826702033598585	0.596	0.0	0.0	0.3660477453580902	0.4124668435013263	0.22148541114058357	-0.02519692605747161	0.7857824054192707	-0.18294082608926626	1.014391531490215	0.07770281797526023	1.4650626699880813
4100	-3433.1338888161863	-2551.0949263742473	-882.0389624419391	0.5844385499557914	0.596	0.0	0.0	0.3757736516357206	0.40716180371352784	0.21706454465075153	-0.01948384738153338	0.7903606809394637	-0.1789342563442671	1.056833776775603	0.08454706400343942	1.4791182796491886
4200	-3362.4908681844454	-2471.5027779319134	-890.9880902525318	0.594606542882405	0.6	0.0	0.0	0.40893015030946067	0.3859416445623342	0.20512820512820512	-0.01867297091913864	0.8010493800796907	-0.1911460891606329	1.0867357611062654	0.09898042969535632	1.547382772985133
4300	-3322.393876922017	-2427.0741782866135	-895.3196986354038	0.5853227232537578	0.596	0.0	0.0	0.3801945181255526	0.41732979664014147	0.20247568523430592	-0.008420172928761361	0.8104217580683841	-0.15296798368471193	1.1080444585426634	0.047510748972542205	1.527197713285559
4400	-3269.1152512793506	-2370.0224673593534	-899.0927839199973	0.5906277630415562	0.6	0.39655172413793105	0.0	0.0	0.3978779840848806	0.20557029177718833	-0.0032728949844876487	0.8144370871602866	-0.1452221424200885	1.1262341433284788	0.036726343286053335	1.5588398964169277
4500	-3212.988702158041	-2307.533751841641	-905.4549503164004	0.6286472148541115	0.624	0.35587975243147657	0.0	0.05658709106984969	0.3885941644562334	0.1989389920424403	0.0021025899459529824	0.8166436402271415	-0.1748376698085493	1.142368250379862	0.07186183617506756	1.672233721813271
4600	-3153.889751372161	-2241.9006896297287	-911.9890617424321	0.6892130857648099	0.708	0.2458001768346596	0.0	0.17506631299734748	0.3779840848806366	0.20114942528735633	0.006551591943807339	0.8250228729447298	-0.1856880169528362	1.1473520194074283	0.09704173318406305	1.7156988552166428
4700	-3105.2055513743335	-2191.5854100561746	-913.6201413181586	0.594606542882405	0.6	0.4526967285587975	0.0	0.0	0.34615384615384615	0.20114942528735633	0.009730846158136255	0.8253140733504749	-0.18080766702480086	1.1400252004789435	0.09694539555398204	1.7546911255857127
4800	-3052.3775863694686	-2132.677920112902	-919.6996662565666	0.6445623342175066	0.672	0.07692307692307693	0.0	0.34040671971706454	0.3837312113174182	0.1989389920424403	0.013343424641158487	0.8310334888997554	-0.17957520684573677	1.170906509076292	0.12320807010535749	1.8005659905210185
4900	-3023.8023218946014	-2098.626617758824	-925.1757041357773	0.5972590627763041	0.6	0.4288240495137047	0.0	0.0	0.372236958443855	0.1989389920424403	0.016606729908474414	0.8379946446015649	-0.16363722649775383	1.1935440806103292	0.08045455170747978	1.8271555743203376
5000	-2980.721338898755	-2050.985588492662	-929.7357504060934	0.599027409372237	0.6	0.4151193633952255	0.0	0.04376657824933687	0.3421750663129973	0.1989389920424403	0.015299755331227604	0.843887840290458	-0.1599553606106504	1.1862013919027283	0.08423181779392137	1.8619074290774726
5100	-2957.807279118658	-2021.9150126250872	-935.8922664935706	0.6069849690539346	0.608	0.39301503094606544	0.0	0.08178603006189213	0.32625994694960214	0.1989389920424403	0.011911184910150436	0.8526468896789777	-0.15327613306180343	1.1974079366282595	0.0753937892489938	1.8854711783020346
5200	-2899.3638837349145	-1956.8558780615863	-942.5080056733282	0.6781609195402298	0.696	0.3006189213085765	0.0	0.23342175066312998	0.26702033598585323	0.1989389920424403	0.020790579118573696	0.8581747928860015	-0.15476887888454083	1.2185559325821358	0.04042220042624857	1.94557691313179
5300	-2863.171489996698	-1913.1899064241097	-949.981583572588	0.6273209549071618	0.624	0.3709106984969054	0.0	0.08090185676392574	0.34924845269672855	0.1989389920424403	0.017990139758449812	0.8701573568983114	-0.14561925038737134	1.243840776408788	0.0035872043291628364	1.9477555748650588
5400	-2848.5056640654825	-1895.3345475969393	-953.1711164685431	0.7228116710875332	0.74	0.23740053050397877	0.0	0.27630415561450045	0.28735632183908044	0.1989389920424403	0.018320327066114	0.8727229364131446	-0.15732018053338945	1.2660766531322454	0.00014884198128310987	1.9682221416052152
5500	-2817.633711067113	-1854.9862736774141	-962.6474373896987	0.7060123784261715	0.72	0.2639257294429708	0.0	0.1816976127320955	0.35543766578249336	0.1989389920424403	0.013166777963108394	0.8831364388514569	-0.14112514661721862	1.2989317629060684	-0.007610281469421445	2.021125574587993
5600	-2791.2868163118656	-1826.4810358950126	-964.8057804168532	0.6083112290008842	0.604	0.3885941644562334	0.0	0.058797524314765696	0.3536693191865606	0.1989389920424403	0.01597335913158309	0.8845084986366702	-0.10178050405860667	1.3290619584905496	-0.028097009309288025	2.0304128717510004
5700	-2754.9152414389514	-1784.771103321852	-970.1441381170995	0.7055702917771883	0.728	0.2608311229000884	0.0	0.2497789566755084	0.29045092838196285	0.1989389920424403	0.01459690084198835	0.8871641026924019	-0.10146326405041091	1.3731184137956378	-0.03274354856422656	2.0760728681233407
5800	-2724.822599740972	-1750.8437234798862	-973.9788762610855	0.698054818744474	0.724	0.2895667550839965	0.0	0.26790450928381965	0.24358974358974358	0.1989389920424403	0.013335278013455427	0.8948324857316144	-0.0550634910013671	1.3954743685817657	-0.06885555971936223	2.051074908543488
5900	-2694.079970281817	-1710.371785450258	-983.7081848315592	0.6843501326259946	0.7	0.3112290008841733	0.0	0.20778072502210435	0.28205128205128205	0.1989389920424403	0.010473719758696492	0.9060760847341721	-0.028141269023637592	1.4088690890126003	-0.07971269304465342	2.1042001037185254
6000	-2658.919081922525	-1670.4749729392086	-988.4441089833166	0.6852343059239611	0.7	0.3116710875331565	0.0	0.20910698496905394	0.28028293545534927	0.1989389920424403	0.003234769757212529	0.9074345230295945	-0.0070984946217078	1.4354729392675942	-0.08548042862808193	2.160937571037475
6100	-2609.8646708198157	-1618.0735262931723	-991.7911445266433	0.7435897435897436	0.752	0.2524314765694076	0.0	0.29664014146772766	0.2519893899204244	0.1989389920424403	0.009035785156247528	0.9100321899972513	0.0019120743022615861	1.4512781678869513	-0.0943687385620048	2.1832530060920976
6200	-2584.3654652803516	-1585.8709626799323	-998.4945026004195	0.7568523430592397	0.768	0.24005305039787797	0.0	0.3107869142351901	0.2502210433244916	0.1989389920424403	0.011398583992891044	0.9196989848754146	-0.015983483354956793	1.4793431705923732	-0.10511725076277732	2.1818872002194056
6300	-2569.8249199960383	-1565.7872403708125	-1004.0376796252259	0.782051282051282	0.784	0.20822281167108753	0.0	0.3770999115826702	0.21573828470380194	0.1989389920424403	0.014162110183062026	0.9249361446627655	-0.03623822676962127	1.4969004682365898	-0.13299901712175882	2.2120278226167036
6400	-2553.9688496178187	-1545.8331645564353	-1008.1356850613831	0.7749778956675508	0.772	0.22236958443854996	0.0	0.34526967285587973	0.23342175066312998	0.1989389920424403	0.01811053549733523	0.9291876169341046	-0.04227700584074997	1.4952343644327395	-0.12448463558799483	2.240747244842706
6500	-2526.397710629036	-1513.6245617815964	-1012.7731488474396	0.7780725022104332	0.776	0.21883289124668434	0.0	0.3629531388152078	0.21927497789566755	0.1989389920424403	0.021609256488374907	0.9333195648804073	-0.021566422064365626	1.5085668500925395	-0.14212668268805462	2.2685632602900263
6600	-2507.0061464656324	-1490.6424586650176	-1016.3636878006149	0.7723253757736517	0.772	0.22458001768346597	0.0	0.3178603006189213	0.25862068965517243	0.1989389920424403	0.018821789916611816	0.933379336114704	-0.016088661196641804	1.5401971599117852	-0.15064619317353609	2.30974674986312
6700	-2491.03783683855	-1471.2043356190122	-1019.8335012195377	0.782051282051282	0.776	0.21485411140583555	0.0	0.35190097259062775	0.23430592396109637	0.1989389920424403	0.026767154916308745	0.93729555202085	-0.004002756948694071	1.5500378912830537	-0.1877603867506344	2.317635183895033
6800	-2482.1007005820898	-1457.8581980397344	-1024.2425025423554	0.7559681697612732	0.768	0.2409372236958444	0.0	0.3390804597701149	0.22104332449160036	0.1989389920424403	0.024457239325399355	0.9411600268960869	-0.007117951578244082	1.564149781883964	-0.19109842840982758	2.344071423971132
6900	-2456.015263094144	-1428.5709597263021	-1027.4443033678417	0.7904509283819628	0.792	0.20557029177718833	0.0	0.35013262599469497	0.2453580901856764	0.1989389920424403	0.026256714265978393	0.9439302121255648	0.016099878007331005	1.579821418232054	-0.20100219370599098	2.3580433802803293
7000	-2445.5154148272277	-1415.4795413404345	-1030.0358734867932	0.7891246684350133	0.792	0.20689655172413793	0.0	0.35190097259062775	0.242263483642794	0.1989389920424403	0.024503557022351366	0.9437162337604731	0.01297569997207841	1.590475510426544	-0.2183744864257789	2.3957128043245848
7100	-2436.241398662749	-1401.4869192750666	-1034.7544793876825	0.7913351016799293	0.792	0.20557029177718833	0.0	0.3505747126436782	0.24491600353669318	0.1989389920424403	0.020960991665247765	0.9486849550405307	0.010214716780549362	1.6046869544937725	-0.21774821922431534	2.4152474764562837
7200	-2426.020368024997	-1389.2920453775093	-1036.7283226474876	0.7931034482758621	0.788	0.20114942528735633	0.0	0.358974358974359	0.2409372236958444	0.1989389920424403	0.02568865935199336	0.9513209438922829	-0.0021556067530919074	1.6156532306411568	-0.2382631361555767	2.4107780364761373
7300	-2414.245110908022	-1372.50716760926	-1041.737943298762	0.7877984084880637	0.792	0.20822281167108753	0.0	0.3660477453580902	0.22679045092838196	0.1989389920424403	0.027435253043254306	0.955497645670249	-0.02184593981535456	1.6350141101342075	-0.21667911451526364	2.4395001411484922
7400	-2409.051844699089	-1363.695771147066	-1045.356073552023	0.7851458885941645	0.784	0.21175950486295314	0.0	0.3735632183908046	0.21573828470380194	0.1989389920424403	0.0276216225845352	0.9607352558951799	-0.01601690062290298	1.6521083400084646	-0.22128973127291574	2.4338068918807574
7500	-2394.1621279174797	-1345.5996990137028	-1048.5624289037771	0.7917771883289124	0.788	0.20335985853227231	0.0	0.35013262599469497	0.2475685234305924	0.1989389920424403	0.026450154338094115	0.9624517696563212	0.02148456192992798	1.682237048108432	-0.19625100826906322	2.4507505850871985
7600	-2386.547621885148	-1334.0064364154919	-1052.5411854696563	0.7891246684350133	0.792	0.20778072502210435	0.0	0.3505747126436782	0.2427055702917772	0.1989389920424403	0.028659894340935757	0.9670221095165277	-0.005294197768612574	1.7144726725822121	-0.17650210142932882	2.4478814432518705
7700	-2372.891621810708	-1308.8495964647514	-1064.0420253459565	0.7904509283819628	0.792	0.20645446507515472	0.0	0.35809018567639256	0.23651635720601238	0.1989389920424403	0.03451097012412663	0.9813093499319382	-0.0153881606910864	1.7292269953315342	-0.1943311646875521	2.4752472123260993
7800	-2361.9062462541247	-1292.8649326325872	-1069.0413136215375	0.7922192749778957	0.792	0.20380194518125552	0.0	0.374447391688771	0.22281167108753316	0.1989389920424403	0.03264878255023626	0.9852464054324469	-0.03881337950788481	1.7293169493879688	-0.17164925840274375	2.517336665473797
7900	-2347.688891239881	-1272.9157663495027	-1074.7731248903783	0.7926613616268788	0.792	0.20424403183023873	0.0	0.3837312113174182	0.21308576480990274	0.1989389920424403	0.03477145510677876	0.9905764285472176	-0.017388156909250902	1.7365918104612301	-0.16608375869329323	2.5491178517263724
8000	-2330.6932268370883	-1250.4932177655637	-1080.2000090715248	0.7917771883289124	0.792	0.20512820512820512	0.0	0.3885941644562334	0.20733863837312114	0.1989389920424403	0.039087635069632753	0.9933987832209806	-0.01685251937941457	1.7638181284428767	-0.15826337026056794	2.585867892209506
8100	-2326.695482893294	-1244.4977903251206	-1082.1976925681736	0.7966401414677277	0.792	0.2002652519893899	0.0	0.3770999115826702	0.22369584438549955	0.1989389920424403	0.044638952046258826	0.9972464595665484	-0.00321134834991911	1.759545197043301	-0.1682672169682584	2.5785628848449926
8200	-2307.7909149683765	-1224.2827770823415	-1083.508137886035	0.7926613616268788	0.792	0.20424403183023873	0.0	0.36074270557029176	0.23607427055702918	0.1989389920424403	0.04781207335734041	0.9964291285266255	0.00036582438634080727	1.7769601555403853	-0.18058308304692705	2.592763032212969
8300	-2296.688466660188	-1212.7438354699507	-1083.9446311902373	0.7957559681697612	0.796	0.20114942528735633	0.0	0.383289124668435	0.21662245800176835	0.1989389920424403	0.0486172594185393	0.9946847186841408	0.014789031114550176	1.7895930901582258	-0.1866569906940921	2.6071905997941887
8400	-2277.898320800175	-1189.4176312269497	-1088.4806895732254	0.7944297082228117	0.796	0.20247568523430592	0.0	0.34969053934571176	0.248894783377542	0.1989389920424403	0.054152336431215115	0.9999932547527215	0.01633291152845559	1.7903094138902127	-0.21220852607844148	2.6190944779262697
8500	-2270.3986608612004	-1182.3562417622325	-1088.042419098968	0.7953138815207781	0.796	0.20159151193633953	0.0	0.372236958443855	0.22723253757736517	0.1989389920424403	0.05091817843476607	0.9966800409583649	-0.005060013740979103	1.8177510069129712	-0.18895812397586353	2.62956202566131
8600	-2254.4883998075193	-1162.9594403436295	-1091.5289594638896	0.7944297082228117	0.796	0.20954907161803712	0.0	0.35587975243147657	0.23563218390804597	0.1989389920424403	0.05023274100341839	0.9987150600278378	-0.005774435617905551	1.827075836390049	-0.20892488256431452	2.6549206549265354
8700	-2244.5830313668366	-1145.1573658818058	-1099.4256654850305	0.7944297082228117	0.796	0.20380194518125552	0.0	0.3505747126436782	0.246684350132626	0.1989389920424403	0.04589826496720548	1.004697563939707	0.026096280359954694	1.8518808101713586	-0.22551049180108193	2.6986583778565745
8800	-2234.5614993816125	-1129.9577314549601	-1104.6037679266526	0.7948717948717948	0.796	0.24491600353669318	0.0	0.2838196286472148	0.2723253757736516	0.1989389920424403	0.05182218149385426	1.0081200092597178	0.034212395519991536	1.9107121871441919	-0.186709507719846	2.7015711197753602
8900	-2219.6849073763788	-1111.4789194950963	-1108.2059878812822	0.7953138815207781	0.796	0.25906277630415564	0.0	0.3138815207780725	0.22811671087533156	0.1989389920424403	0.05364370717032211	1.010162459736154	0.032986920579262675	1.9093203938793895	-0.19099076580448882	2.7348008839592897
9000	-2215.8062700794853	-1101.8017872498763	-1114.004482829609	0.7944297082228117	0.796	0.24491600353669318	0.0	0.3253757736516357	0.23076923076923078	0.1989389920424403	0.05073009621793534	1.0153621294056554	0.03247334338106045	1.8950742011948798	-0.17246666719272863	2.7821032930680594
9100	-2200.9914766992097	-1084.6993063590742	-1116.2921703401357	0.7948717948717948	0.796	0.2524314765694076	0.0	0.3306808134394341	0.21794871794871795	0.1989389920424403	0.0558743218872019	1.0141157978691542	0.05792749136985967	1.9162814662572314	-0.1665988297323645	2.8094632480893096
9200	-2185.677897828831	-1065.566024747247	-1120.1118730815842	0.7953138815207781	0.796	0.2427055702917772	0.0	0.3267020335985853	0.23165340406719717	0.1989389920424403	0.055133955708858595	1.0190310739615562	0.07658016619885755	1.908122374961839	-0.1637126900071319	2.823578704462069
9300	-2174.6436796323305	-1050.434664058636	-1124.2090155736946	0.7953138815207781	0.796	0.20645446507515472	0.0	0.3037135278514589	0.29089301503094606	0.1989389920424403	0.056561055671280454	1.0195945431930018	0.0680224512477157	1.9235121823533257	-0.14808888947188237	2.8659657926052424
9400	-2168.5500113328535	-1038.7016268192601	-1129.8483845135931	0.7953138815207781	0.796	0.22369584438549955	0.0	0.3280282935455349	0.2493368700265252	0.1989389920424403	0.060168432321559474	1.0217135567099274	0.07988488242423389	1.9403363762654515	-0.09761401332124635	2.9134321857080656
9500	-2159.554276365787	-1027.373960862009	-1132.1803155037778	0.7957559681697612	0.796	0.20114942528735633	0.0	0.3620689655172414	0.23784261715296198	0.1989389920424403	0.06256671658827924	1.0237083125964912	0.10039678348785593	1.9360907371000482	-0.11803038214713224	2.9274797251826437
9600	-2157.459114960347	-1020.0078710732147	-1137.4512438871325	0.7953138815207781	0.796	0.28558797524314766	0.0	0.30238726790450926	0.21308576480990274	0.1989389920424403	0.061835125479928685	1.0301221838213688	0.08570692459910237	1.9437917395861124	-0.13633562168162563	2.9364085229354955
9700	-2137.0162955244523	-992.3983229611774	-1144.617972563275	0.7961980548187445	0.796	0.24624226348364278	0.0	0.3050397877984085	0.2497789566755084	0.1989389920424403	0.05891688039548181	1.0363388273000493	0.10080268792435898	1.9744176102533977	-0.11258918870323215	2.9591524744014595
9800	-2126.6266860399855	-978.0206992515233	-1148.6059867884624	0.7961980548187445	0.796	0.2572944297082228	0.0	0.29133510167992926	0.2524314765694076	0.1989389920424403	0.05460723429343641	1.0365320356093315	0.0976552930969202	2.0216844918079886	-0.10841927313605304	2.9817071044416337
9900	-2116.1809311461166	-967.4433576042431	-1148.7375735418734	0.7970822281167109	0.796	0.29045092838196285	0.0	0.2696728558797524	0.2409372236958444	0.1989389920424403	0.060282711974032205	1.0382029388588934	0.08513601735254438	2.026640374583266	-0.07628498017829727	2.9636129168766927
10000	-2112.5786438122955	-960.150989073931	-1152.4276547383645	0.7961980548187445	0.796	0.26215738284703805	0.0	0.29045092838196285	0.2484526967285588	0.1989389920424403	0.0645744652049967	1.0385330581959942	0.06302165553894847	2.0596465830688224	-0.05930858191301657	2.986201712227097
10100	-2102.1417855852515	-951.5096716028997	-1150.6321139823517	0.7961980548187445	0.796	0.268788682581786	0.0	0.30548187444739167	0.22679045092838196	0.1989389920424403	0.06144761153836321	1.0322233295435905	0.08204612834884306	2.080985740805305	-0.05214442550480423	3.0051132235616613
10200	-2099.017188309176	-947.6760940537126	-1151.3410942554635	0.7970822281167109	0.796	0.3006189213085765	0.0	0.27984084880636606	0.22060123784261715	0.1989389920424403	0.05905671464189155	1.0335921216393007	0.0807751106009134	2.088810539078635	-0.04590760572812323	2.998348539994909
10300	-2099.444838000907	-944.241871609654	-1155.202966391253	0.7953138815207781	0.796	0.33775419982316535	0.0	0.257736516357206	0.20557029177718833	0.1989389920424403	0.056949705595985535	1.0372686889137963	0.06672080431794297	2.083941487876441	-0.01665130288980381	3.0221082174247
10400	-2094.6274915751255	-938.3193462687341	-1156.3081453063912	0.7966401414677277	0.796	0.32847038019451813	0.0	0.26657824933687	0.20601237842617154	0.1989389920424403	0.05962148860271091	1.0381834344604897	0.07910785160009756	2.0831827641879586	-0.03161435243333059	3.027402920025598
10500	-2059.9762668879666	-900.0167287379168	-1159.9595381500496	0.9412024756852343	0.944	0.19849690539345713	0.14544650751547303	0.2427055702917772	0.21441202475685234	0.1989389920424403	0.059673778676572975	1.0441272918878184	0.08004033128337511	2.0999930558487585	-0.023815351128628977	3.0112716413909513
10600	-1862.898973664082	-697.9785287329746	-1164.9204449311073	0.9907161803713528	0.988	0.1989389920424403	0.1945181255526083	0.20512820512820512	0.20247568523430592	0.1989389920424403	0.058200490549293174	1.0490375971474746	0.06365297072583374	2.097654716530801	-0.03476413322950363	3.035698341039836
10700	-1651.975791456724	-480.9353334308581	-1171.0404580258657	0.9946949602122016	0.996	0.1976127320954907	0.20159151193633953	0.20291777188328913	0.1989389920424403	0.1989389920424403	0.057030901889093676	1.0542817117869903	0.0472053810160088	2.090632037860238	-0.006025224137589784	3.075122107511544
10800	-1588.5801247518007	-413.92361704828375	-1174.6565077035168	0.995579133510168	0.996	0.20070733863837312	0.20291777188328913	0.19849690539345713	0.1989389920424403	0.1989389920424403	0.05434001434410272	1.0581731856463021	0.0320844943692435	2.0913564688257518	0.03188355185935108	3.0884446656636584
10900	-1530.3476632558393	-354.5273825359902	-1175.820280719849	0.9924845269672856	0.992	0.20070733863837312	0.20689655172413793	0.1971706454465075	0.1962864721485411	0.1989389920424403	0.055774290190787	1.0569710536743289	0.04501505871664485	2.106847917024086	0.06581997632176409	3.102220153946377
11000	-1509.3047231809999	-325.554717140022	-1183.750006040978	0.9916003536693192	0.988	0.19849690539345713	0.20822281167108753	0.19805481874447392	0.1962864721485411	0.1989389920424403	0.06654805488577958	1.0616575992962758	0.061640453290633855	2.124938923662307	0.09150523180895101	3.144138341367253
11100	-1488.0579884489161	-302.82861912398795	-1185.2293693249283	0.9911582670203359	0.992	0.2002652519893899	0.20822281167108753	0.1962864721485411	0.1962864721485411	0.1989389920424403	0.06508991197906272	1.058599944789304	0.03862224114274866	2.132914121714559	0.08326378960915391	3.1852723568794916
11200	-1475.596377145894	-284.681927045333	-1190.914450100561	0.9916003536693192	0.988	0.19982316534040673	0.20689655172413793	0.19805481874447392	0.1962864721485411	0.1989389920424403	0.06574738112739074	1.0635688999809427	0.010280763205518309	2.1390413072283727	0.10626804256416968	3.2089465498934855
11300	-1464.403241345516	-270.6817148034668	-1193.7215265420493	0.9902740937223696	0.98	0.19849690539345713	0.20689655172413793	0.19938107869142352	0.1962864721485411	0.1989389920424403	0.07220043780962918	1.0667354028619107	0.024025944429531095	2.1325255542733927	0.14297566583177695	3.2160709287431177
11400	-1455.730726910602	-255.12352725936245	-1200.6071996512396	0.9902740937223696	0.984	0.2002652519893899	0.20910698496905394	0.19540229885057472	0.1962864721485411	0.1989389920424403	0.07285866305210373	1.0704626984402814	0.05632971450920335	2.1457369501275148	0.1446158671555429	3.259814614949026
11500	-1442.2451905869304	-238.26940689294065	-1203.9757836939898	0.9916003536693192	0.992	0.2002652519893899	0.20645446507515472	0.19805481874447392	0.1962864721485411	0.1989389920424403	0.07624023418713953	1.0717793670968483	0.04810587727568761	2.167196955289727	0.13983233459467834	3.2741047409902966
11600	-1436.1391971038122	-235.47240455187483	-1200.6667925519373	0.9920424403183024	0.988	0.19849690539345713	0.20512820512820512	0.20070733863837312	0.19672855879752432	0.1989389920424403	0.08202509950160378	1.0678753755639174	0.08800915275797137	2.179555603593605	0.17004445574433225	3.252448383306408
11700	-1426.0709997896067	-221.04808967095573	-1205.022910118651	0.9924845269672856	0.988	0.1989389920424403	0.20512820512820512	0.20070733863837312	0.1962864721485411	0.1989389920424403	0.07929655788389375	1.072456146187556	0.11385904071805392	2.188496899723955	0.209656706823904	3.259754365589348
11800	-1419.1026260262406	-215.0238172433964	-1204.0788087828441	0.9946949602122016	0.992	0.2002652519893899	0.20424403183023873	0.19938107869142352	0.1971706454465075	0.1989389920424403	0.07471528897057245	1.0694363548527233	0.12498826441537776	2.194157331586122	0.2271948233751488	3.2711500770110438
11900	-1418.9774065385159	-214.20089199867596	-1204.7765145398398	0.9916003536693192	0.988	0.19849690539345713	0.20557029177718833	0.20070733863837312	0.1962864721485411	0.1989389920424403	0.07447260336269322	1.0665957372656112	0.10666314585147461	2.1941688425272763	0.20735984937799312	3.3055306200713557
12000	-1406.2830530516944	-198.41113798264638	-1207.871915069048	0.9951370468611848	0.988	0.19805481874447392	0.20468611847922194	0.20114942528735633	0.1971706454465075	0.1989389920424403	0.07585448831544793	1.069454285503656	0.12706032194483532	2.213533596857976	0.23639292536114198	3.3027663302320365
12100	-1405.7495653275855	-193.90553089457845	-1211.844034433007	0.995579133510168	0.996	0.2002652519893899	0.20247568523430592	0.19938107869142352	0.1989389920424403	0.1989389920424403	0.07396622883966547	1.0740193086547958	0.11388847147890716	2.2277124976222975	0.25919416214230234	3.302995972866736
12200	-1400.3965994922955	-190.39584029853853	-1210.000759193757	0.9964633068081344	0.996	0.20070733863837312	0.20291777188328913	0.1989389920424403	0.19849690539345713	0.1989389920424403	0.08019150544043259	1.0716034060253834	0.1175987320167551	2.215222673021119	0.25550704392707546	3.3057266104981347
12300	-1398.4557201254502	-187.8372927401889	-1210.6184273852612	0.9973474801061007	0.996	0.19938107869142352	0.20247568523430592	0.2002652519893899	0.1989389920424403	0.1989389920424403	0.07827736042479161	1.0724392032608059	0.1326813012548605	2.2325588922472157	0.21830814411046828	3.29781404354174
