it	posterior	likelihood	prior	accuracy	test_accuracy	acc_C0	acc_C1	acc_C2	acc_C3	acc_C4	mean_w0	std_w0	mean_w1	std_w1	mean_w2	std_w2	mean_w3	std_w3	acc_prob	mcmc_id
597000	-13858.269189219309	-961.0937089650248	-12897.175480254284	0.8981900452488688	0.7800687285223368	0.9525773195876288	0.8453038674033149	0.8345864661654135	0.8968668407310705	0.8375	-0.02404583252719033	0.46402630743822365	-0.02055355675802136	0.37852640574962393	-0.008467150609524913	0.517724832543094	-0.25412373535646604	0.9850930818983541	0.005390284757118928	0
597100	-13858.269189219309	-961.0937089650248	-12897.175480254284	0.8981900452488688	0.7800687285223368	0.9525773195876288	0.8453038674033149	0.8345864661654135	0.8968668407310705	0.8375	-0.02404583252719033	0.46402630743822365	-0.02055355675802136	0.37852640574962393	-0.008467150609524913	0.517724832543094	-0.25412373535646604	0.9850930818983541	0.005389382013063138	0
597200	-13858.269189219309	-961.0937089650248	-12897.175480254284	0.8981900452488688	0.7800687285223368	0.9525773195876288	0.8453038674033149	0.8345864661654135	0.8968668407310705	0.8375	-0.02404583252719033	0.46402630743822365	-0.02055355675802136	0.37852640574962393	-0.008467150609524913	0.517724832543094	-0.25412373535646604	0.9850930818983541	0.005388479571332887	0
597300	-13858.269189219309	-961.0937089650248	-12897.175480254284	0.8981900452488688	0.7800687285223368	0.9525773195876288	0.8453038674033149	0.8345864661654135	0.8968668407310705	0.8375	-0.02404583252719033	0.46402630743822365	-0.02055355675802136	0.37852640574962393	-0.008467150609524913	0.517724832543094	-0.25412373535646604	0.9850930818983541	0.005387577431776327	0
597400	-13858.269189219309	-961.0937089650248	-12897.175480254284	0.8981900452488688	0.7800687285223368	0.9525773195876288	0.8453038674033149	0.8345864661654135	0.8968668407310705	0.8375	-0.02404583252719033	0.46402630743822365	-0.02055355675802136	0.37852640574962393	-0.008467150609524913	0.517724832543094	-0.25412373535646604	0.9850930818983541	0.0053866755942417145	0
597500	-13858.269189219309	-961.0937089650248	-12897.175480254284	0.8981900452488688	0.7800687285223368	0.9525773195876288	0.8453038674033149	0.8345864661654135	0.8968668407310705	0.8375	-0.02404583252719033	0.46402630743822365	-0.02055355675802136	0.37852640574962393	-0.008467150609524913	0.517724832543094	-0.25412373535646604	0.9850930818983541	0.005385774058577406	0
597600	-13858.269189219309	-961.0937089650248	-12897.175480254284	0.8981900452488688	0.7800687285223368	0.9525773195876288	0.8453038674033149	0.8345864661654135	0.8968668407310705	0.8375	-0.02404583252719033	0.46402630743822365	-0.02055355675802136	0.37852640574962393	-0.008467150609524913	0.517724832543094	-0.25412373535646604	0.9850930818983541	0.005384872824631861	0
597700	-13858.269189219309	-961.0937089650248	-12897.175480254284	0.8981900452488688	0.7800687285223368	0.9525773195876288	0.8453038674033149	0.8345864661654135	0.8968668407310705	0.8375	-0.02404583252719033	0.46402630743822365	-0.02055355675802136	0.37852640574962393	-0.008467150609524913	0.517724832543094	-0.25412373535646604	0.9850930818983541	0.005383971892253639	0
597800	-13858.269189219309	-961.0937089650248	-12897.175480254284	0.8981900452488688	0.7800687285223368	0.9525773195876288	0.8453038674033149	0.8345864661654135	0.8968668407310705	0.8375	-0.02404583252719033	0.46402630743822365	-0.02055355675802136	0.37852640574962393	-0.008467150609524913	0.517724832543094	-0.25412373535646604	0.9850930818983541	0.005383071261291401	0
597900	-13858.269189219309	-961.0937089650248	-12897.175480254284	0.8981900452488688	0.7800687285223368	0.9525773195876288	0.8453038674033149	0.8345864661654135	0.8968668407310705	0.8375	-0.02404583252719033	0.46402630743822365	-0.02055355675802136	0.37852640574962393	-0.008467150609524913	0.517724832543094	-0.25412373535646604	0.9850930818983541	0.005382170931593912	0
598000	-13858.269189219309	-961.0937089650248	-12897.175480254284	0.8981900452488688	0.7800687285223368	0.9525773195876288	0.8453038674033149	0.8345864661654135	0.8968668407310705	0.8375	-0.02404583252719033	0.46402630743822365	-0.02055355675802136	0.37852640574962393	-0.008467150609524913	0.517724832543094	-0.25412373535646604	0.9850930818983541	0.0053812709030100336	0
598100	-13858.269189219309	-961.0937089650248	-12897.175480254284	0.8981900452488688	0.7800687285223368	0.9525773195876288	0.8453038674033149	0.8345864661654135	0.8968668407310705	0.8375	-0.02404583252719033	0.46402630743822365	-0.02055355675802136	0.37852640574962393	-0.008467150609524913	0.517724832543094	-0.25412373535646604	0.9850930818983541	0.0053803711753887306	0
598200	-13860.767695709359	-963.3819877133791	-12897.38570799598	0.9000754147812972	0.7731958762886598	0.954639175257732	0.850828729281768	0.849624060150376	0.891644908616188	0.8458333333333333	-0.023998589267909542	0.4640310231546302	-0.020538068320040292	0.3786014225952867	-0.008427204371108409	0.5177287232452287	-0.2543733833036102	0.9853742079858792	0.005381143430290873	0
598300	-13862.126554699296	-964.907872640383	-12897.218682058914	0.8959276018099548	0.7766323024054983	0.9463917525773196	0.8637200736648251	0.8270676691729323	0.8851174934725848	0.8375	-0.024004444837598893	0.46401160408362285	-0.020493613161180514	0.37858135454117203	-0.008249268537143445	0.5176558841349572	-0.2544094953676379	0.9851513557486515	0.005381915427043289	0
598400	-13862.126554699296	-964.907872640383	-12897.218682058914	0.8959276018099548	0.7766323024054983	0.9463917525773196	0.8637200736648251	0.8270676691729323	0.8851174934725848	0.8375	-0.024004444837598893	0.46401160408362285	-0.020493613161180514	0.37858135454117203	-0.008249268537143445	0.5176558841349572	-0.2544094953676379	0.9851513557486515	0.005381016042780748	0
