it	posterior	likelihood	prior	accuracy	test_accuracy	acc_C0	acc_C1	acc_C2	acc_C3	acc_C4	mean_w0	std_w0	mean_w1	std_w1	mean_w2	std_w2	acc_prob	mcmc_id
290	-4297.4066357614265	-3623.213936873545	-674.1926988878815	0.2008888888888889	0.192	0.0	0.0	1.0	0.0	0.0	0.0072794064777663035	0.27255032132118934	-0.020121173364578464	0.3203786367178469	0.05938655783629731	0.22639880779120936	0.6732673267326733	0
300	-4297.369781759099	-3621.830630778606	-675.5391509804934	0.19733333333333333	0.224	0.0	0.0	0.0	0.0	1.0	0.0036841501043506776	0.28134196890136715	-0.029525803025437464	0.30639455332025484	0.06066742369331844	0.21287217584040535	0.6831683168316832	0
310	-4300.360853659863	-3622.5810972847826	-677.7797563750806	0.20044444444444445	0.196	0.0	1.0	0.0	0.0	0.0	0.0012462227624595336	0.29325704515994705	-0.021175687664150202	0.3053350163937648	0.05585624945114533	0.22221927214451515	0.7029702970297029	0
320	-4301.174291735556	-3622.4903798875666	-678.6839118479894	0.1968888888888889	0.176	0.0	0.0	0.0	0.9736263736263736	0.0	0.0026844982229291547	0.29781879287471946	-0.020565029559316605	0.3082876690147467	0.056101256273854185	0.22305121841288186	0.693069306930693	0
330	-4302.63457504672	-3622.6176407098874	-680.0169343368326	0.1991111111111111	0.208	1.0	0.0	0.0	0.0	0.0	0.0016515562432003212	0.3041186762088182	-0.012918434684810989	0.314772236993658	0.07171201483666752	0.22672866132852065	0.6633663366336634	0
340	-4302.6933723513375	-3621.7907265899	-680.9026457614376	0.20044444444444445	0.196	0.0	1.0	0.0	0.0	0.0	0.00176250908643598	0.3072147575451468	-0.004996180746073718	0.32362922255928717	0.0648323904775946	0.25530038790487086	0.6435643564356436	0
350	-4304.5234662653	-3622.669821844617	-681.8536444206832	0.2008888888888889	0.192	0.0	0.0	1.0	0.0	0.0	0.0004914996567625604	0.3118001008950968	-0.008335094644284616	0.3264143531043221	0.06669070648910551	0.25595879910916863	0.6039603960396039	0
360	-4305.920792515983	-3623.554884928314	-682.3659075876683	0.2008888888888889	0.192	0.0	0.0	1.0	0.0	0.0	0.0017448640849310518	0.3151899127702685	0.0008051985752088501	0.3175316855607991	0.05282587507596275	0.24770092998870863	0.5742574257425742	0
370	-4307.447053825442	-3623.4451603104535	-684.0018935149885	0.19733333333333333	0.224	0.0	0.0	0.0	0.0	1.0	-0.0007356996684789841	0.32117613602318557	0.025679224155303174	0.3365937846815584	0.06333241278084942	0.2724415006234007	0.5742574257425742	0
380	-4307.469575402042	-3623.0013356465415	-684.4682397555005	0.20044444444444445	0.196	0.0	1.0	0.0	0.0	0.0	-0.0007758477381897404	0.3237899807724079	0.02313633647506295	0.33612193244629074	0.06939036971618498	0.2621159170777351	0.5445544554455446	0
390	-4308.891555528022	-3623.110832531308	-685.7807229967141	0.1991111111111111	0.208	1.0	0.0	0.0	0.0	0.0	-0.001251136380396338	0.32972982199739076	0.028562687977043234	0.35019773928498027	0.05996776293126819	0.2529861479878948	0.5445544554455446	0
400	-4309.007363047122	-3622.4274468950834	-686.579916152039	0.1991111111111111	0.208	1.0	0.0	0.0	0.0	0.0	-0.001492746290749038	0.3334063894735831	0.05320643174034538	0.3442971065219888	0.04480749046150524	0.26176356977427107	0.5247524752475248	0
410	-4310.149362800044	-3622.601008239001	-687.5483545610432	0.2008888888888889	0.192	0.0	0.0	1.0	0.0	0.0	0.003284846970356518	0.33759309302374607	0.06366619746367293	0.3460892046172594	0.03924978803507409	0.2655309368964472	0.504950495049505	0
420	-4310.338866991086	-3621.3371087963556	-689.0017581947308	0.19466666666666665	0.204	0.9776785714285714	0.0	0.0	0.0	0.0	0.006981905978492976	0.3436728209689665	0.062095099091599375	0.35482792801587676	0.032787544933862565	0.2684605609000311	0.5445544554455446	0
430	-4310.6239062409295	-3621.00222536283	-689.6216808780995	0.2288888888888889	0.236	0.90625	0.24168514412416853	0.0	0.0	0.0	0.008607668038254631	0.34714187983177164	0.05806933929656656	0.3529991674604205	0.0293808493025744	0.2516347973155437	0.5544554455445545	0
440	-4314.023208594621	-3623.3630262177926	-690.660182376828	0.20044444444444445	0.196	0.0	1.0	0.0	0.0	0.0	0.011486966175855678	0.3505352648574219	0.06411696270764446	0.3745868886905623	0.029387213208347696	0.2529077657705543	0.5445544554455446	0
450	-4315.286318248458	-3623.498442617003	-691.7878756314547	0.18088888888888888	0.176	0.0	0.0	0.8960176991150443	0.004395604395604396	0.0	0.006133316690720295	0.35559440541467563	0.07112202996664377	0.3696477370360485	0.03448271952842996	0.2583918046974867	0.5643564356435643	0
460	-4316.773294166793	-3623.4124884472867	-693.3608057195062	0.20222222222222222	0.18	0.0	0.0	0.0	1.0	0.0	0.00429029014002061	0.36149161204904284	0.05936802976218219	0.3761374202740289	0.03188866155106661	0.2792635201872684	0.594059405940594	0
470	-4318.500170798066	-3624.2468858283555	-694.2532849697104	0.20044444444444445	0.192	0.0	0.0	0.9977876106194691	0.0	0.0	0.005861649670677364	0.3639235508665963	0.04080985797202944	0.3997127903954277	0.02163454379019409	0.28867143421788527	0.6138613861386139	0
480	-4320.161536074365	-3624.8275900268386	-695.3339460475268	0.2008888888888889	0.192	0.0	0.0	1.0	0.0	0.0	0.008768837161141112	0.36758265102494997	0.024545331848811372	0.3999081326507769	0.024620639750901802	0.3125401977633862	0.6237623762376238	0
490	-4319.421079786862	-3623.553454481593	-695.8676253052695	0.23466666666666666	0.216	0.0	0.9135254988913526	0.25663716814159293	0.0	0.0	0.009432729095407082	0.3702688046487986	0.018634085930882324	0.39943707457952515	0.00992427030133684	0.30253435389626676	0.6138613861386139	0
500	-4321.674904552419	-3623.6839429811416	-697.9909615712775	0.035111111111111114	0.032	0.0	0.0	0.0	0.0	0.17792792792792791	0.009479347022916482	0.3775136616903142	0.03759604942205351	0.4221142951991089	0.004047062643072032	0.31140215334650545	0.6039603960396039	0
510	-4320.090364424846	-3621.6009563672333	-698.4894080576125	0.20933333333333334	0.2	0.0	1.0	0.0	0.04395604395604396	0.0	0.009708984038536858	0.3786394563243323	0.02871221831980837	0.42886630695068423	0.0018494138953771351	0.32658866634733286	0.594059405940594	0
520	-4320.504040222568	-3621.829639772948	-698.6744004496197	0.19733333333333333	0.204	0.9910714285714286	0.0	0.0	0.0	0.0	0.011799197451357862	0.37959565659421785	0.01924014954940468	0.4266822802451997	0.0013939524992017227	0.3236705289217855	0.5346534653465347	0
530	-4322.851423727201	-3621.9266631069177	-700.9247606202836	0.21066666666666667	0.204	0.0	0.991130820399113	0.0	0.05934065934065934	0.0	0.006947488155731397	0.39023586366286733	0.011456588235766944	0.397934153124718	0.00026686616357451585	0.32338679052055896	0.5643564356435643	0
540	-4323.756010765113	-3621.6985426292763	-702.0574681358369	0.232	0.212	0.0	0.0	0.14823008849557523	1.0	0.0	0.006652285349905995	0.39413242148607586	0.013018793662454372	0.40493703415626076	-0.00485454601274045	0.32982388029388565	0.5742574257425742	0
550	-4324.287860484756	-3621.8274665410604	-702.4603939436947	0.20222222222222222	0.18	0.0	0.0	0.0	1.0	0.0	0.005814981600517295	0.3961458490588306	0.0072242699637011165	0.41232172450373494	-0.012879832100778317	0.30919186268947935	0.5445544554455446	0
560	-4326.603159090184	-3622.5632623676365	-704.0398967225478	0.15777777777777777	0.164	0.0	0.0022172949002217295	0.0	0.0	0.7972972972972973	0.0007461978624126308	0.4019134380805703	0.006684146763287319	0.4237841850988844	0.004726454468887825	0.30531979674728554	0.5148514851485149	0
570	-4326.662402762263	-3619.83305179146	-706.8293509708027	0.2008888888888889	0.192	0.0	0.0	1.0	0.0	0.0	0.001925841143302287	0.4107751490943932	-0.011661290052597192	0.44893106005172206	-0.007992735896110485	0.31968448047445563	0.5148514851485149	0
580	-4326.961770880183	-3619.0638217132982	-707.8979491668847	0.1991111111111111	0.208	1.0	0.0	0.0	0.0	0.0	0.003680022869273598	0.4152475368810347	-0.009162677745154946	0.4403424323961972	0.0012193353214792109	0.3186712616985195	0.49504950495049505	0
590	-4325.032178797552	-3615.500433015843	-709.531745781709	0.2008888888888889	0.192	0.0	0.0	1.0	0.0	0.0	0.0033234612093321963	0.4210444274157268	-0.011691621930992716	0.437295386063792	-0.00789573139272191	0.3299329411169037	0.504950495049505	0
600	-4324.7029563449805	-3614.135556847773	-710.5673994972077	0.3595555555555556	0.372	0.9285714285714286	0.0	0.8694690265486725	0.0	0.0	0.0021265017773157108	0.42468676524709204	-0.02539289749041799	0.4478067307160521	-0.009084663120731777	0.31934031979003513	0.49504950495049505	0
610	-4323.988529647042	-3613.298422448333	-710.6901071987094	0.1991111111111111	0.208	1.0	0.0	0.0	0.0	0.0	0.002013752160969453	0.4246880189069018	-0.020353246079577534	0.4544962208126547	0.01049810297390938	0.32297494461859877	0.48514851485148514	0
620	-4323.546421345493	-3612.3194726241018	-711.2269487213918	0.19733333333333333	0.224	0.0	0.0	0.0	0.0	1.0	0.006708817865848437	0.4276194184733334	-0.011052548389206591	0.44320194840992205	0.0013274591385046385	0.30991030525024416	0.504950495049505	0
630	-4323.682555430001	-3611.145624123	-712.5369313070015	0.20222222222222222	0.18	0.0	0.0	0.0	1.0	0.0	0.007328013151585086	0.43196349470848655	-0.028952574415198915	0.44984587879180077	0.008720388069981247	0.3101337833223702	0.4752475247524752	0
640	-4323.218875447195	-3608.8947731419285	-714.3241023052666	0.19733333333333333	0.224	0.0	0.0	0.0	0.0	1.0	0.0048806116893899635	0.4369995221383857	-0.012375848667949989	0.4655493087684648	0.006130586834478561	0.3289866207602566	0.48514851485148514	0
650	-4316.792993045073	-3601.718541940925	-715.0744511041477	0.20622222222222222	0.196	0.026785714285714284	0.0	1.0	0.0	0.0	0.0046974174238786845	0.4392002855351491	-0.027783968642259405	0.4736929604349978	0.00019236791871934944	0.3295518784599665	0.504950495049505	0
660	-4317.392672066398	-3601.2840483374976	-716.1086237289003	0.29333333333333333	0.288	1.0	0.0	0.0	0.46593406593406594	0.0	0.004966681180971286	0.44261657871142707	-0.01657906068718938	0.47054452313788875	0.021843882833571995	0.3401712171294516	0.49504950495049505	0
670	-4315.116098607271	-3597.7628058453756	-717.353292761895	0.38	0.364	0.0	0.0	0.8915929203539823	0.9934065934065934	0.0	0.0033473828824156725	0.44521954883168885	-0.026479671220275103	0.48802619779572254	0.014789450881901497	0.36382936860698767	0.45544554455445546	0
680	-4313.863565050591	-3596.042749423099	-717.8208156274924	0.23422222222222222	0.204	0.0	0.0	0.1592920353982301	1.0	0.0	0.0043508567106025735	0.4461580931137859	-0.035094010621376195	0.5025669302449879	-0.003932029165534882	0.3614636500313729	0.44554455445544555	0
690	-4311.1956665835205	-3593.0698329827555	-718.1258336007648	0.23555555555555555	0.2	0.0	0.06873614190687362	0.09734513274336283	1.0	0.0	0.007704646326013327	0.44699345759074854	-0.04152875618443162	0.5005356032882191	-0.0028593156910032874	0.368282209989053	0.40594059405940597	0
700	-4311.998311990716	-3593.5485810140226	-718.4497309766928	0.20222222222222222	0.18	0.0	0.0	0.0	1.0	0.0	0.007704646326013327	0.44699345759074854	-0.030118531620916968	0.5082420163783741	0.017992209792746922	0.38723746623045313	0.39603960396039606	0
710	-4307.458503259216	-3586.7884111248313	-720.6700921343845	0.4013333333333333	0.388	1.0	0.0	0.0	1.0	0.0	0.0043854802961399405	0.45404127941662425	-0.034600783280956754	0.5104419521037142	0.013065244635229083	0.39991181057708186	0.40594059405940597	0
720	-4310.718772175978	-3588.9347988766553	-721.783973299323	0.39911111111111114	0.404	0.0	0.0	0.0	1.0	0.9977477477477478	-0.00046163170941901355	0.4574194569749138	-0.04434281621533289	0.5004678056135787	0.009698218437273653	0.42164856679035045	0.4158415841584158	0
730	-4311.774312868176	-3590.0541593168136	-721.7201535513627	0.39866666666666667	0.4	0.0	0.0	0.0	1.0	0.9954954954954955	-0.0008191919199993259	0.4568788986514721	-0.03878927544024323	0.5113119113879347	0.014811754948824037	0.4165495111907881	0.40594059405940597	0
740	-4311.971624827969	-3589.7097581124244	-722.2618667155446	0.20533333333333334	0.188	0.0	0.0	0.0	1.0	0.015765765765765764	-0.0002726944999618975	0.45828955782552316	-0.03938706897093576	0.51807929422065	0.010832440092129943	0.41829805455440267	0.36633663366336633	0
750	-4312.42663974861	-3589.1706875143045	-723.2559522343055	0.19955555555555557	0.208	1.0	0.0	0.0	0.0	0.0022522522522522522	-0.0011830209972388444	0.4617109579650006	-0.042159867259900265	0.5217325377593196	0.005882454450958252	0.41182489700681246	0.32673267326732675	0
760	-4308.327832691254	-3582.0939536241503	-726.2338790671034	0.4022222222222222	0.388	0.05580357142857143	0.0	0.0	1.0	0.9572072072072072	0.0011845689873575729	0.46933277065625567	-0.04924699027108812	0.5470837138023958	6.135641745060501e-06	0.4334166421083056	0.3465346534653465	0
770	-4303.023287178398	-3576.3247890609955	-726.6984981174031	0.35644444444444445	0.356	0.0	0.0	0.0	1.0	0.7815315315315315	0.0017628369805117912	0.4714101549501397	-0.04545615896687177	0.5378080128132607	-0.000537098613708468	0.4326576853221316	0.33663366336633666	0
780	-4300.422280030538	-3573.276300072751	-727.1459799577865	0.3022222222222222	0.3	0.0	0.0	0.0	1.0	0.5067567567567568	0.0003569445685777339	0.47241901291340127	-0.05820824142684345	0.5404245669864317	0.005639672674947368	0.4386822143252104	0.33663366336633666	0
790	-4299.43351267252	-3570.813151710936	-728.6203609615839	0.19733333333333333	0.224	0.0	0.0	0.0	0.0	1.0	-0.001463124338228968	0.4773022192151712	-0.04111740114371263	0.5458199335672542	0.026170387256496994	0.4314677654418095	0.3564356435643564	0
800	-4298.284540842726	-3569.064107588588	-729.2204332541376	0.2008888888888889	0.192	0.0	0.0	1.0	0.0	0.0	-0.00047579849348752557	0.47908958427208487	-0.056289624746678105	0.5474073302668303	0.03631397439009675	0.43082568491075096	0.3465346534653465	0
810	-4293.942797613208	-3563.006270826522	-730.9365267866863	0.4013333333333333	0.388	1.0	0.0	0.0	1.0	0.0	0.0013200906979914263	0.4839014164255096	-0.07017915279470968	0.5557253088567857	0.027642937584922	0.4358679919675088	0.3465346534653465	0
820	-4290.03978373257	-3558.1674620803356	-731.8723216522341	0.3848888888888889	0.36	0.0	0.0022172949002217295	0.9867256637168141	0.9208791208791208	0.0	0.0033630348146840554	0.48581778287782384	-0.0643448185496987	0.5752656723772337	0.019828909495737377	0.4373363795440381	0.33663366336633666	0
830	-4286.5893093760105	-3552.6583895939975	-733.930919782013	0.24	0.224	0.0	0.188470066518847	0.0	1.0	0.0	0.004980381882267319	0.49266102145058027	-0.0632455202401715	0.5720986318748115	0.027346859485192207	0.43320777821000644	0.32673267326732675	0
840	-4284.861868767803	-3550.4906118349495	-734.3712569328529	0.37422222222222223	0.348	0.0	0.8580931263858093	0.0	1.0	0.0	0.002711025198938096	0.49367469778816037	-0.05704588993356326	0.5820374877987449	0.016751503940893014	0.43086660121229203	0.3465346534653465	0
850	-4284.313297754101	-3547.0876795325753	-737.2256182215259	0.20222222222222222	0.18	0.0	0.0	0.0	1.0	0.0	0.004653316168242899	0.5027335622730797	-0.06257558709888177	0.5777028231183094	0.010067539864634592	0.43140246227854295	0.38613861386138615	0
860	-4281.562852621326	-3543.9106724872254	-737.6521801341006	0.20133333333333334	0.196	0.0	0.0	1.0	0.002197802197802198	0.0	0.0037403989836652636	0.5029551884159982	-0.08230218087730555	0.5821807043017153	-0.010618930453237006	0.4492828220695495	0.36633663366336633	0
870	-4280.217917956633	-3542.894582872905	-737.3233350837279	0.2008888888888889	0.2	0.0	1.0	0.0	0.002197802197802198	0.0	0.004628329127882822	0.5021225154266651	-0.07293149425728364	0.5826381670862152	-0.012178114711761502	0.44570382588934376	0.36633663366336633	0
880	-4274.791660183846	-3535.30651213469	-739.4851480491558	0.336	0.308	0.0	1.0	0.0022123893805309734	0.6681318681318681	0.0	0.004948714414504286	0.5077465367670403	-0.07527086075344473	0.5898668528176928	-0.0029093723486681654	0.4603416968073967	0.40594059405940597	0
890	-4272.860770114213	-3533.4668498737055	-739.3939202405072	0.3128888888888889	0.3	0.0	0.9068736141906873	0.6526548672566371	0.0	0.0	0.005294070581844048	0.5077832340016124	-0.07561947191443842	0.591988140649943	-0.010500818248794624	0.4497709048210868	0.38613861386138615	0
900	-4263.5723426433515	-3522.900241797537	-740.6721008458147	0.20133333333333334	0.2	0.0	1.0	0.0	0.004395604395604396	0.0	0.005417963989376989	0.5113680511899305	-0.08198944741414943	0.5821077705351807	-0.02585338782697834	0.4679381932502086	0.39603960396039606	0
910	-4264.963336376403	-3524.765680935214	-740.1976554411893	0.22577777777777777	0.228	0.0	1.0	0.0	0.12527472527472527	0.0	0.0035595609841919578	0.509676760908114	-0.09484243737011504	0.5754639060746655	-0.04604520937277996	0.47831926303372807	0.39603960396039606	0
920	-4260.689283533371	-3518.6030884889788	-742.0861950443918	0.25466666666666665	0.264	0.0	1.0	0.0	0.2681318681318681	0.0	0.00505799256826027	0.5132340616466525	-0.07605413107212165	0.5937773519163698	-0.07050221461944224	0.5051016938440464	0.39603960396039606	0
930	-4252.986380847078	-3510.102072368677	-742.8843084784008	0.24177777777777779	0.252	0.0	0.9689578713968958	0.13716814159292035	0.0989010989010989	0.0	0.005120588244559656	0.5154684678824328	-0.07123779068864235	0.5868280535557648	-0.06648872500803227	0.518041106461114	0.40594059405940597	0
940	-4250.366983858496	-3506.4883129709497	-743.8786708875463	0.31377777777777777	0.292	0.22767857142857142	0.35033259423503327	0.9690265486725663	0.017582417582417582	0.0	0.006009858522800531	0.5181812123559936	-0.0697415210346611	0.590341778918689	-0.07794344818150695	0.51824538536761	0.38613861386138615	0
950	-4252.997226476573	-3509.434369783814	-743.5628566927585	0.2528888888888889	0.232	0.25892857142857145	0.0022172949002217295	1.0	0.0	0.0	0.006926839309892218	0.5177896612564735	-0.07343030983765221	0.5896628570145507	-0.07700268406317123	0.506368328180047	0.3564356435643564	0
960	-4247.560021217125	-3503.5196496005087	-744.0403716166165	0.25377777777777777	0.244	0.26339285714285715	0.0022172949002217295	1.0	0.0	0.0	0.007220848286977595	0.5190547125962565	-0.07418768689519177	0.584089836190036	-0.07913008426553395	0.5158007864282964	0.3465346534653465	0
970	-4243.420378717925	-3498.1601805135883	-745.2601982043369	0.31066666666666665	0.332	0.5513392857142857	0.0	1.0	0.0	0.0	0.009593243913367432	0.5218401682385099	-0.07195220117593847	0.593725883875074	-0.0763011702425295	0.5230632107036874	0.32673267326732675	0
980	-4235.851423946119	-3489.5624461590296	-746.2889777870896	0.3933333333333333	0.396	0.9665178571428571	0.0	1.0	0.0	0.0	0.01212692460073542	0.5241484492426887	-0.06531780377503636	0.5913446048635573	-0.070161724665336	0.5419582660399361	0.297029702970297	0
990	-4230.649794978686	-3482.563821443173	-748.0859735355136	0.2751111111111111	0.284	0.006696428571428571	0.0	1.0	0.36043956043956044	0.0	0.010394730161322517	0.5289723386425631	-0.06719009978342093	0.6027482079239758	-0.06814994872353909	0.5399513500561395	0.32673267326732675	0
1000	-4226.281195667874	-3477.366214154379	-748.9149815134953	0.4066666666666667	0.408	0.7901785714285714	0.9623059866962306	0.07743362831858407	0.12087912087912088	0.08333333333333333	0.012799577727215902	0.5296374739181144	-0.05623577265479892	0.6286894587111743	-0.07517493678851463	0.5466964615323183	0.33663366336633666	0
1010	-4201.0339596016365	-3450.5122460443886	-750.5217135572484	0.2457777777777778	0.2	0.19196428571428573	0.026607538802660754	0.0	1.0	0.0	0.012185885809331214	0.5325896981662241	-0.07412421520601674	0.6441371256680132	-0.05500023501879674	0.5652713593288505	0.38613861386138615	0
1020	-4192.925156202062	-3442.3935330491554	-750.5316231529059	0.5511111111111111	0.516	0.9977678571428571	0.7494456762749445	0.0	1.0	0.0	0.013318626456008495	0.5324269494520183	-0.06904216695747413	0.6499917400936737	-0.05646960284038401	0.5623921888815622	0.37623762376237624	0
1030	-4178.265030055112	-3426.62828953583	-751.6367405192821	0.4533333333333333	0.472	0.6004464285714286	0.0	0.0	1.0	0.6666666666666666	0.015086097925337558	0.5357480539746663	-0.07525788822801212	0.6416327236946322	-0.047404266738716345	0.5687264740983493	0.37623762376237624	0
