it	posterior	likelihood	prior	accuracy	test_accuracy	acc_C0	acc_C1	acc_C2	acc_C3	acc_C4	mean_w0	std_w0	mean_w1	std_w1	mean_w2	std_w2	mean_w3	std_w3	acc_prob	mcmc_id
1100	-15526.89106562422	-3773.3431602429114	-11753.547905381309	0.5177224736048266	0.5051546391752577	0.8556701030927835	0.0	0.0	0.6997389033942559	0.029166666666666667	-0.0016914408211566106	0.11393576940338347	0.0015313748406898704	0.11292704836316936	-0.002107658307944382	0.11663438798534058	-0.032653391412631155	0.17253535184499685	0.5009090909090909	0
1200	-15494.846397800198	-3740.4716272998667	-11754.374770500332	0.5256410256410257	0.4948453608247423	0.843298969072165	0.0	0.0	0.7467362924281984	0.016666666666666666	-0.0016290842584703263	0.1144772066005567	0.0015927524498107353	0.11351359487356544	-0.0019047069394314234	0.11692977710641293	-0.02682748937434746	0.1765969774276554	0.49333333333333335	0
1300	-15468.973173030636	-3712.7806530132525	-11756.192520017383	0.5214932126696833	0.5017182130584192	0.8484536082474227	0.0	0.0	0.7232375979112271	0.025	-0.0014910666112758222	0.11575841884538872	0.0013622292079765155	0.11458531789806453	-0.002145972459710068	0.11840744150286743	-0.02887938970032776	0.18085932022348186	0.49538461538461537	0
1400	-15447.398754267091	-3690.1433353399716	-11757.25541892712	0.5248868778280543	0.5017182130584192	0.8494845360824742	0.0	0.0	0.7284595300261096	0.041666666666666664	-0.0013993077982209228	0.1164201726974568	0.001498506624185393	0.11517243735073474	-0.002256507719398002	0.11960179946964149	-0.029079593500450106	0.1847695630704288	0.4928571428571429	0
1500	-15426.816934575883	-3668.4154080674975	-11758.401526508385	0.5260180995475113	0.4948453608247423	0.8525773195876288	0.0	0.0	0.737597911227154	0.0125	-0.0012348384551452288	0.11720738927965114	0.0016084125957377988	0.11591836478683544	-0.0022089685960609414	0.12016987773218925	-0.029002587763589504	0.18751881546046895	0.48333333333333334	0
1600	-15403.002073070438	-3643.336701293091	-11759.665371777348	0.5290346907993967	0.4948453608247423	0.8494845360824742	0.0	0.0	0.7389033942558747	0.05416666666666667	-0.0011311977397137627	0.1179216205145309	0.0017068510079817731	0.11673452274662897	-0.0018882257872703456	0.12077782897699818	-0.03317988549754783	0.19486049735149372	0.478125	0
1700	-15387.90822289171	-3626.822793274042	-11761.085429617668	0.5354449472096531	0.4948453608247423	0.8494845360824742	0.0	0.0	0.7219321148825065	0.17916666666666667	-0.0013077070189325714	0.11869531036935155	0.0017022987807934053	0.11740527261988155	-0.0017725310489200082	0.12247831848880278	-0.031042567912823272	0.20547339018270186	0.4723529411764706	0
1800	-15359.709647842064	-3597.21299638982	-11762.496651452244	0.5426093514328808	0.49828178694158076	0.8422680412371134	0.0	0.0	0.6879895561357703	0.3958333333333333	-0.001489337679672623	0.11949238747672225	0.0016951970378154533	0.11825646740111402	-0.0014458320050789995	0.12342050950270655	-0.031132136662566427	0.21297148333387386	0.465	0
1900	-15352.667280823882	-3588.620976690639	-11764.046304133242	0.5414781297134238	0.49828178694158076	0.8463917525773196	0.02394106813996317	0.0	0.7663185378590078	0.0625	-0.0016076414369432363	0.12035429395631062	0.0015425370813410503	0.11933458275930145	-0.0011493245012934123	0.12450617617111681	-0.028129095255987016	0.2162978989861749	0.46157894736842103	0
2000	-15326.545701229757	-3561.3485341389155	-11765.197167090842	0.5388386123680241	0.5017182130584192	0.8195876288659794	0.02578268876611418	0.0	0.8093994778067886	0.0	-0.001810382300919417	0.12120278396794529	0.00132110503914014	0.11979352918792444	-0.0007202611688045857	0.12548370567030173	-0.02705695388731945	0.22200539696766652	0.4585	0
2100	-15308.615378708688	-3542.047515584264	-11766.567863124425	0.5414781297134238	0.5051546391752577	0.8371134020618557	0.007366482504604052	0.0	0.7637075718015666	0.14583333333333334	-0.0016074276108108566	0.12219835899293653	0.0013065896219468253	0.12051487371657507	-0.00040710317175643283	0.1268013919499977	-0.029871972551883088	0.22160469736334448	0.45714285714285713	0
2200	-15294.150844003208	-3526.502067459403	-11767.648776543805	0.5437405731523378	0.5154639175257731	0.8051546391752578	0.0	0.0	0.8080939947780679	0.175	-0.0018941896663112068	0.12288133780030734	0.0014270809191249919	0.12110866263570662	-0.0008837026564103941	0.12835886611025893	-0.029681579080255725	0.21963802657197404	0.45227272727272727	0
